# HOMER Peaks
# Peak finding parameters:
# tag directory = LXR_control_chip/
#
# total peaks = 706
# peak size = 103
# peaks found using tags on both strands
# minimum distance between peaks = 206
# fragment length = 102
# genome size = 2000000000
# Total tags = 20325998.0
# Total tags in peaks = 6984.0
# Approximate IP efficiency = 0.03%
# tags per bp = 0.010141
# expected tags per peak = 1.044
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.050000000
# FDR effective poisson threshold = 1.602641e-06
# FDR tag threshold = 9.0
# number of putative peaks = 2049
#
# input tag directory = LXR_control_input/
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 1230
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 113
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks LXR_control_chip/ -center -i LXR_control_input/ -o LXR_control_fdr005.txt -fdr 0.05
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr15-184	chr15	94784527	94784629	+	4.4	0.900	9.000000	9.0	0.5	18.92	2.14e-09	8.48	1.82e-06	0.86
chr15-213	chr15	95127487	95127589	+	4.4	0.846	9.000000	9.0	1.0	9.46	6.80e-07	8.32	2.13e-06	0.86
chr15-140	chr15	102441287	102441389	+	4.4	0.846	9.000000	9.0	1.0	9.46	6.80e-07	6.55	1.41e-05	0.86
chr16-30	chr16	8020188	8020290	+	4.4	0.833	9.000000	9.0	0.5	18.92	2.14e-09	7.39	5.45e-06	0.86
chr16-72	chr16	10786458	10786560	+	4.4	0.818	9.000000	9.0	0.5	18.92	2.14e-09	6.35	5.16e-05	0.85
chr16-17	chr16	13767521	13767623	+	4.4	0.714	10.000000	9.0	0.5	18.92	2.14e-09	8.40	1.97e-06	0.86
chr16-34	chr16	16224151	16224253	+	4.4	0.643	9.000000	9.0	0.5	18.92	2.14e-09	8.65	1.55e-06	0.86
chr16-29	chr16	17717231	17717333	+	4.4	0.800	9.000000	9.0	0.5	18.92	2.14e-09	6.27	1.98e-05	0.86
chr16-43	chr16	20722499	20722601	+	4.4	0.818	9.000000	9.0	1.0	9.46	6.80e-07	5.58	4.83e-05	0.86
chr16-60	chr16	23867422	23867524	+	4.4	0.909	9.000000	9.0	1.0	9.46	6.80e-07	7.93	3.11e-06	0.86
chr16-68	chr16	31684001	31684103	+	4.4	0.714	9.000000	9.0	0.5	18.92	2.14e-09	6.97	8.63e-06	0.86
chr16-92	chr16	33083185	33083287	+	4.4	0.714	9.000000	9.0	1.0	9.46	6.80e-07	8.01	2.88e-06	0.86
chr16-38	chr16	43050675	43050777	+	4.4	0.900	9.000000	9.0	0.5	18.92	2.14e-09	7.21	6.66e-06	0.86
chr16-69	chr16	44313026	44313128	+	4.4	0.786	9.000000	9.0	1.0	9.46	6.80e-07	7.79	3.59e-06	0.86
chr16-32	chr16	44604177	44604279	+	4.4	0.846	9.000000	9.0	1.0	9.46	6.80e-07	8.56	1.68e-06	0.86
chr16-79	chr16	49219059	49219161	+	4.4	0.818	9.000000	9.0	0.5	18.92	2.14e-09	7.72	3.86e-06	0.86
chr16-39	chr16	58304788	58304890	+	4.4	0.909	9.000000	9.0	0.5	18.92	2.14e-09	10.17	3.77e-07	0.97
chr16-56	chr16	58589053	58589155	+	4.4	0.818	9.000000	9.0	1.0	9.46	6.80e-07	9.01	1.01e-06	0.86
chr16-35	chr16	69283784	69283886	+	4.4	0.692	9.000000	9.0	0.5	18.92	2.14e-09	11.85	1.09e-07	0.86
chr16-26	chr16	79698792	79698894	+	4.4	0.846	9.000000	9.0	0.5	18.92	2.14e-09	8.65	1.55e-06	0.86
chr16-85	chr16	86663665	86663767	+	4.4	0.909	9.000000	9.0	1.0	9.46	6.80e-07	10.06	4.15e-07	0.97
chr17-44	chr17	15011329	15011431	+	4.4	0.833	9.000000	9.0	0.5	18.92	2.14e-09	13.10	4.72e-08	0.86
chr17-49	chr17	16118652	16118754	+	4.4	0.846	9.000000	9.0	1.0	9.46	6.80e-07	11.38	1.51e-07	0.86
chr17-29	chr17	23679112	23679214	+	4.4	0.769	10.000000	9.0	1.0	9.46	6.80e-07	8.08	2.68e-06	0.86
chr17-43	chr17	31681348	31681450	+	4.4	0.750	9.000000	9.0	0.5	18.92	2.14e-09	7.92	1.10e-05	0.85
chr17-31	chr17	45709913	45710015	+	4.4	0.818	9.000000	9.0	0.5	18.92	2.14e-09	7.65	4.14e-06	0.86
chr17-40	chr17	51522324	51522426	+	4.4	0.900	9.000000	9.0	1.0	9.46	6.80e-07	13.10	4.72e-08	0.86
chr17-41	chr17	64816578	64816680	+	4.4	0.833	9.000000	9.0	0.5	18.92	2.14e-09	10.53	1.29e-06	0.85
chr17-35	chr17	75517209	75517311	+	4.4	0.833	9.000000	9.0	0.5	18.92	2.14e-09	8.74	1.43e-06	0.86
chr17-47	chr17	81954983	81955085	+	4.4	0.750	9.000000	9.0	1.0	9.46	6.80e-07	7.86	3.34e-06	0.86
chr17-24	chr17	85106110	85106212	+	4.4	0.846	10.000000	9.0	0.5	18.92	2.14e-09	6.76	1.11e-05	0.86
chr17-36	chr17	93066646	93066748	+	4.4	0.750	9.000000	9.0	1.0	9.46	6.80e-07	9.72	5.48e-07	0.86
chr17-39	chr17	94118146	94118248	+	4.4	0.692	9.000000	9.0	1.0	9.46	6.80e-07	8.82	1.32e-06	0.86
chr18-21	chr18	5623974	5624076	+	4.4	0.900	9.000000	9.0	0.5	18.92	2.14e-09	9.40	7.15e-07	0.86
chr18-18	chr18	39043172	39043274	+	4.4	0.900	9.000000	9.0	1.0	9.46	6.80e-07	9.72	5.48e-07	0.86
chr18-19	chr18	65727817	65727919	+	4.4	0.900	9.000000	9.0	1.0	9.46	6.80e-07	13.10	4.72e-08	0.86
chr19-42	chr19	5189734	5189836	+	4.4	0.714	10.000000	9.0	0.5	18.92	2.14e-09	7.72	3.86e-06	0.86
chr19-77	chr19	21711450	21711552	+	4.4	0.692	9.000000	9.0	1.0	9.46	6.80e-07	8.65	1.55e-06	0.86
chr19-126	chr19	22674140	22674242	+	4.4	0.692	9.000000	9.0	1.0	9.46	6.80e-07	8.16	2.48e-06	0.86
chr19-156	chr19	27700935	27701037	+	4.4	0.900	9.000000	9.0	1.0	9.46	6.80e-07	7.59	4.44e-06	0.86
chr19-134	chr19	28522501	28522603	+	4.4	0.900	9.000000	9.0	0.5	18.92	2.14e-09	9.01	1.01e-06	0.86
chr19-148	chr19	30508884	30508986	+	4.4	0.818	9.000000	9.0	1.0	9.46	6.80e-07	9.10	9.25e-07	0.86
chr19-139	chr19	38374467	38374569	+	4.4	0.769	9.000000	9.0	1.0	9.46	6.80e-07	6.41	1.67e-05	0.86
chr19-98	chr19	38531661	38531763	+	4.4	0.917	9.000000	9.0	0.5	18.92	2.14e-09	5.47	5.58e-05	0.86
chr19-36	chr19	38886319	38886421	+	4.4	0.846	10.000000	9.0	0.5	18.92	2.14e-09	5.34	6.74e-05	0.86
chr19-180	chr19	41342280	41342382	+	4.4	0.600	9.000000	9.0	0.5	18.92	2.14e-09	5.31	7.05e-05	0.86
chr19-145	chr19	41582363	41582465	+	4.4	0.692	9.000000	9.0	1.0	9.46	6.80e-07	5.12	9.24e-05	0.86
chr19-38	chr19	42270640	42270742	+	4.4	0.833	10.000000	9.0	0.5	18.92	2.14e-09	6.05	2.61e-05	0.86
chr19-151	chr19	42908831	42908933	+	4.4	0.818	9.000000	9.0	0.5	18.92	2.14e-09	5.27	7.38e-05	0.86
chr19-95	chr19	45530493	45530595	+	4.4	0.714	9.000000	9.0	1.0	9.46	6.80e-07	5.18	8.46e-05	0.86
chr19-84	chr19	46041502	46041604	+	4.4	0.833	9.000000	9.0	1.0	9.46	6.80e-07	5.80	3.58e-05	0.86
chr19-43	chr19	46156136	46156238	+	4.4	0.714	10.000000	10.0	1.9	5.25	3.08e-05	6.09	2.47e-05	0.86
chr19-175	chr19	46569888	46569990	+	4.4	0.786	9.000000	9.0	1.0	9.46	6.80e-07	5.51	5.32e-05	0.86
chr19-109	chr19	47018035	47018137	+	4.4	0.750	9.000000	9.0	1.0	9.46	6.80e-07	5.15	8.84e-05	0.86
chr19-59	chr19	47866758	47866860	+	4.4	0.688	9.000000	9.0	0.5	18.92	2.14e-09	5.96	2.90e-05	0.86
chr19-83	chr19	48773745	48773847	+	4.4	0.714	9.000000	9.0	1.0	9.46	6.80e-07	5.27	7.38e-05	0.86
chr19-166	chr19	50644731	50644833	+	4.4	0.818	9.000000	9.0	1.0	9.46	6.80e-07	6.22	2.10e-05	0.86
chr19-68	chr19	50955070	50955172	+	4.4	0.643	9.000000	9.0	1.0	9.46	6.80e-07	7.39	5.45e-06	0.86
chr19-56	chr19	52476909	52477011	+	4.4	0.833	9.000000	9.0	0.5	18.92	2.14e-09	6.76	1.11e-05	0.86
chr19-70	chr19	52660138	52660240	+	4.4	0.769	9.000000	9.0	1.0	9.46	6.80e-07	6.86	9.78e-06	0.86
chr19-93	chr19	52710471	52710573	+	4.4	0.786	9.000000	9.0	0.5	18.92	2.14e-09	5.37	6.43e-05	0.86
chr19-71	chr19	53211296	53211398	+	4.4	0.909	9.000000	9.0	0.5	18.92	2.14e-09	5.62	4.60e-05	0.86
chr19-127	chr19	53738632	53738734	+	4.4	0.692	9.000000	9.0	0.5	18.92	2.14e-09	5.54	5.07e-05	0.86
chr19-171	chr19	54831333	54831435	+	4.4	0.857	9.000000	9.0	1.0	9.46	6.80e-07	5.51	5.32e-05	0.86
chr19-167	chr19	55644799	55644901	+	4.4	0.900	9.000000	9.0	1.0	9.46	6.80e-07	6.01	2.75e-05	0.86
chr19-108	chr19	56785635	56785737	+	4.4	0.714	9.000000	9.0	1.0	9.46	6.80e-07	5.88	3.23e-05	0.86
chr19-51	chr19	57560817	57560919	+	4.4	0.769	10.000000	9.0	1.0	9.46	6.80e-07	5.65	4.37e-05	0.86
chr19-107	chr19	58613945	58614047	+	4.4	0.833	9.000000	9.0	1.0	9.46	6.80e-07	5.69	4.16e-05	0.86
chr19-174	chr19	59437578	59437680	+	4.4	0.769	9.000000	9.0	1.0	9.46	6.80e-07	5.65	4.37e-05	0.86
chrX-51	chrX	7610254	7610356	+	4.4	0.818	9.000000	9.0	1.0	9.46	6.80e-07	9.72	5.48e-07	0.86
chrX-110	chrX	9845706	9845808	+	4.4	0.833	9.000000	9.0	1.0	9.46	6.80e-07	6.86	9.78e-06	0.86
chrX-148	chrX	12672223	12672325	+	4.4	0.750	9.000000	9.0	1.0	9.46	6.80e-07	6.36	1.77e-05	0.86
chrX-31	chrX	20914847	20914949	+	4.4	0.786	10.000000	10.0	1.9	5.25	3.08e-05	8.32	2.13e-06	0.86
chrX-70	chrX	37879668	37879770	+	4.4	0.769	9.000000	9.0	1.0	9.46	6.80e-07	11.23	1.69e-07	0.86
chrX-92	chrX	67430420	67430522	+	4.4	0.917	9.000000	9.0	1.0	9.46	6.80e-07	7.09	7.59e-06	0.86
chrX-128	chrX	67977599	67977701	+	4.4	0.833	9.000000	9.0	0.5	18.92	2.14e-09	14.41	2.13e-08	0.97
chrX-143	chrX	76239932	76240034	+	4.4	0.769	9.000000	9.0	1.0	9.46	6.80e-07	9.61	5.99e-07	0.86
chrX-28	chrX	89932066	89932168	+	4.4	0.846	10.000000	9.0	1.0	9.46	6.80e-07	9.30	7.80e-07	0.86
chrX-132	chrX	91578960	91579062	+	4.4	0.692	9.000000	9.0	1.0	9.46	6.80e-07	8.01	2.88e-06	0.86
chrX-97	chrX	91622309	91622411	+	4.4	0.909	9.000000	9.0	1.0	9.46	6.80e-07	8.74	1.43e-06	0.86
chrX-25	chrX	91749451	91749553	+	4.4	0.643	10.000000	9.0	0.5	18.92	2.14e-09	8.48	1.82e-06	0.86
chrX-36	chrX	100463211	100463313	+	4.4	0.769	10.000000	9.0	1.0	9.46	6.80e-07	8.24	2.30e-06	0.86
chrX-64	chrX	101422491	101422593	+	4.4	0.900	9.000000	9.0	1.0	9.46	6.80e-07	7.52	4.76e-06	0.86
chrX-173	chrX	101694722	101694824	+	4.4	0.909	9.000000	9.0	1.0	9.46	6.80e-07	7.39	5.45e-06	0.86
chrX-38	chrX	103351356	103351458	+	4.4	0.846	10.000000	9.0	0.5	18.92	2.14e-09	8.82	1.32e-06	0.86
chrX-170	chrX	104146999	104147101	+	4.4	0.786	9.000000	9.0	1.0	9.46	6.80e-07	7.93	3.11e-06	0.86
chrX-53	chrX	106244389	106244491	+	4.4	0.643	9.000000	9.0	1.0	9.46	6.80e-07	10.06	4.15e-07	0.86
chrX-23	chrX	126786511	126786613	+	4.4	0.786	10.000000	9.0	1.0	9.46	6.80e-07	8.82	1.32e-06	0.86
chrX-33	chrX	134950378	134950480	+	4.4	0.786	10.000000	9.0	1.0	9.46	6.80e-07	6.76	1.11e-05	0.86
chrX-174	chrX	135462234	135462336	+	4.4	0.750	9.000000	9.0	0.5	18.92	2.14e-09	7.93	3.11e-06	0.86
chrX-71	chrX	137971962	137972064	+	4.4	0.818	9.000000	9.0	1.0	9.46	6.80e-07	7.72	3.86e-06	0.86
chrX-161	chrX	141281901	141282003	+	4.4	0.692	9.000000	9.0	1.0	9.46	6.80e-07	7.46	5.10e-06	0.86
chrX-72	chrX	147445031	147445133	+	4.4	0.769	9.000000	9.0	1.0	9.46	6.80e-07	6.81	1.04e-05	0.86
chrX-85	chrX	148299730	148299832	+	4.4	0.692	9.000000	9.0	0.5	18.92	2.14e-09	5.65	4.37e-05	0.86
chrX-145	chrX	153433515	153433617	+	4.4	0.600	9.000000	9.0	0.5	18.92	2.14e-09	6.92	9.19e-06	0.86
chrX-77	chrX	154136482	154136584	+	4.4	0.900	9.000000	9.0	0.5	18.92	2.14e-09	6.70	1.18e-05	0.86
chrX-39	chrX	156091227	156091329	+	4.4	0.786	10.000000	10.0	1.9	5.25	3.08e-05	6.97	8.63e-06	0.86
chrX-104	chrX	157599933	157600035	+	4.4	0.909	9.000000	9.0	1.0	9.46	6.80e-07	6.36	1.77e-05	0.86
chrX-141	chrX	157977057	157977159	+	4.4	0.769	9.000000	9.0	1.0	9.46	6.80e-07	12.91	5.35e-08	0.86
chr1-170	chr1	18307153	18307255	+	3.9	0.900	9.000000	8.0	0.5	16.82	4.04e-08	9.73	2.28e-06	0.85
chr1-191	chr1	20387701	20387803	+	3.9	0.667	9.000000	8.0	0.5	16.82	4.04e-08	11.83	5.53e-07	0.85
chr1-119	chr1	32840479	32840581	+	3.9	0.833	9.000000	8.0	0.5	16.82	4.04e-08	9.73	2.28e-06	0.85
chr1-172	chr1	52546763	52546865	+	3.9	0.692	9.000000	8.0	0.5	16.82	4.04e-08	7.05	2.50e-05	0.85
chr1-149	chr1	60162785	60162887	+	3.9	0.733	9.000000	8.0	1.0	8.41	6.43e-06	8.74	4.91e-06	0.85
chr1-136	chr1	60593273	60593375	+	3.9	0.750	9.000000	9.0	0.5	18.92	2.14e-09	7.18	2.19e-05	0.85
chr1-155	chr1	76391395	76391497	+	3.9	0.600	9.000000	8.0	1.0	8.41	6.43e-06	10.98	9.50e-07	0.85
chr1-153	chr1	92822831	92822933	+	3.9	0.909	9.000000	8.0	0.5	16.82	4.04e-08	9.73	2.28e-06	0.85
chr1-183	chr1	124073894	124073996	+	3.9	0.818	9.000000	8.0	0.5	16.82	4.04e-08	12.40	3.91e-07	0.85
chr1-180	chr1	158938389	158938491	+	3.9	0.818	9.000000	8.0	0.5	16.82	4.04e-08	6.80	3.21e-05	0.85
chr1-135	chr1	159241403	159241505	+	3.9	0.818	9.000000	8.0	1.0	8.41	6.43e-06	6.99	2.66e-05	0.85
chr1-165	chr1	163039517	163039619	+	3.9	0.769	9.000000	8.0	1.0	8.41	6.43e-06	8.45	6.23e-06	0.85
chr1-166	chr1	179694379	179694481	+	3.9	0.833	9.000000	8.0	1.0	8.41	6.43e-06	9.98	1.89e-06	0.85
chr1-94	chr1	190389619	190389721	+	3.9	0.769	10.000000	8.0	0.5	16.82	4.04e-08	8.64	5.32e-06	0.85
chr2-48	chr2	12784691	12784793	+	3.9	0.900	9.000000	8.0	1.0	8.41	6.43e-06	9.73	2.28e-06	0.85
chr2-38	chr2	17462992	17463094	+	3.9	0.750	9.000000	8.0	0.5	16.82	4.04e-08	9.26	3.24e-06	0.85
chr2-28	chr2	20857545	20857647	+	3.9	0.692	9.000000	8.0	0.5	16.82	4.04e-08	6.30	5.46e-05	0.85
chr2-60	chr2	25232904	25233006	+	3.9	0.750	9.000000	9.0	0.5	18.92	2.14e-09	7.61	1.46e-05	0.85
chr2-42	chr2	29816063	29816165	+	3.9	0.917	9.000000	9.0	1.0	9.46	6.80e-07	8.27	7.26e-06	0.85
chr2-35	chr2	74122888	74122990	+	3.9	0.818	9.000000	8.0	0.5	16.82	4.04e-08	8.36	6.72e-06	0.85
chr2-61	chr2	126008817	126008919	+	3.9	0.818	9.000000	8.0	0.5	16.82	4.04e-08	8.64	5.32e-06	0.85
chr2-29	chr2	131156037	131156139	+	3.9	0.909	9.000000	8.0	0.5	16.82	4.04e-08	7.84	1.18e-05	0.85
chr2-34	chr2	147792099	147792201	+	3.9	0.769	9.000000	8.0	1.0	8.41	6.43e-06	8.01	9.07e-06	0.85
chr2-59	chr2	172257713	172257815	+	3.9	0.818	9.000000	8.0	0.5	16.82	4.04e-08	8.74	4.91e-06	0.85
chr3-31	chr3	32277294	32277396	+	3.9	0.900	9.000000	8.0	0.5	16.82	4.04e-08	11.47	6.90e-07	0.85
chr3-19	chr3	89215785	89215887	+	3.9	0.800	9.000000	8.0	1.0	8.41	6.43e-06	8.01	9.07e-06	0.85
chr3-27	chr3	105025198	105025300	+	3.9	0.600	9.000000	8.0	1.0	8.41	6.43e-06	9.61	2.49e-06	0.85
chr3-16	chr3	122602018	122602120	+	3.9	0.818	9.000000	8.0	1.0	8.41	6.43e-06	12.01	4.94e-07	0.85
chr3-13	chr3	143767999	143768101	+	3.9	0.818	9.000000	8.0	1.0	8.41	6.43e-06	7.92	1.10e-05	0.85
chr3-25	chr3	144205920	144206022	+	3.9	0.900	9.000000	8.0	0.5	16.82	4.04e-08	8.94	4.17e-06	0.85
chr4-58	chr4	4070483	4070585	+	3.9	0.833	9.000000	8.0	1.0	8.41	6.43e-06	9.73	2.28e-06	0.85
chr4-61	chr4	87966429	87966531	+	3.9	0.818	9.000000	8.0	1.0	8.41	6.43e-06	13.03	2.71e-07	0.85
chr5-138	chr5	5398144	5398246	+	3.9	0.692	9.000000	8.0	1.0	8.41	6.43e-06	6.80	3.21e-05	0.85
chr5-105	chr5	21129393	21129495	+	3.9	0.600	9.000000	8.0	1.0	8.41	6.43e-06	6.63	3.86e-05	0.85
chr5-142	chr5	24555408	24555510	+	3.9	0.818	9.000000	8.0	1.0	8.41	6.43e-06	6.51	4.34e-05	0.85
chr5-66	chr5	33768158	33768260	+	3.9	0.769	9.000000	8.0	1.0	8.41	6.43e-06	5.96	8.01e-05	0.85
chr5-184	chr5	73040952	73041054	+	3.9	0.750	9.000000	8.0	0.5	16.82	4.04e-08	6.20	6.11e-05	0.85
chr5-64	chr5	75914687	75914789	+	3.9	0.647	10.000000	8.0	1.0	8.41	6.43e-06	7.18	2.19e-05	0.85
chr5-216	chr5	86986219	86986321	+	3.9	0.833	9.000000	8.0	1.0	8.41	6.43e-06	8.94	4.17e-06	0.85
chr5-200	chr5	87553749	87553851	+	3.9	0.900	9.000000	8.0	0.5	16.82	4.04e-08	9.49	2.72e-06	0.85
chr5-167	chr5	87897837	87897939	+	3.9	0.643	9.000000	9.0	0.5	18.92	2.14e-09	9.73	2.28e-06	0.85
chr5-113	chr5	97165487	97165589	+	3.9	0.818	9.000000	8.0	1.0	8.41	6.43e-06	6.80	3.21e-05	0.85
chr5-217	chr5	107154774	107154876	+	3.9	0.818	9.000000	8.0	0.5	16.82	4.04e-08	6.68	3.63e-05	0.85
chr5-134	chr5	115447620	115447722	+	3.9	0.833	9.000000	8.0	1.0	8.41	6.43e-06	7.39	1.80e-05	0.85
chr5-188	chr5	121577357	121577459	+	3.9	0.643	9.000000	8.0	1.0	8.41	6.43e-06	7.54	1.57e-05	0.85
chr5-198	chr5	124550799	124550901	+	3.9	0.750	9.000000	8.0	1.0	8.41	6.43e-06	8.27	7.26e-06	0.85
chr5-111	chr5	132378198	132378300	+	3.9	0.900	9.000000	8.0	0.5	16.82	4.04e-08	7.92	1.10e-05	0.85
chr5-215	chr5	134649279	134649381	+	3.9	0.769	9.000000	8.0	1.0	8.41	6.43e-06	6.41	4.88e-05	0.85
chr5-139	chr5	135799252	135799354	+	3.9	0.714	9.000000	8.0	1.0	8.41	6.43e-06	6.74	3.42e-05	0.85
chr5-125	chr5	136376747	136376849	+	3.9	0.833	9.000000	8.0	1.0	8.41	6.43e-06	6.93	2.84e-05	0.85
chr5-51	chr5	138323471	138323573	+	3.9	0.909	10.000000	8.0	1.0	8.41	6.43e-06	8.36	6.72e-06	0.85
chr5-220	chr5	143622044	143622146	+	3.9	0.909	9.000000	8.0	1.0	8.41	6.43e-06	6.93	2.84e-05	0.85
chr5-47	chr5	144275758	144275860	+	3.9	0.733	10.000000	8.0	1.0	8.41	6.43e-06	5.87	8.90e-05	0.85
chr5-78	chr5	144822660	144822762	+	3.9	0.818	9.000000	8.0	1.0	8.41	6.43e-06	6.80	3.21e-05	0.85
chr5-183	chr5	147910139	147910241	+	3.9	0.692	9.000000	8.0	1.0	8.41	6.43e-06	7.61	1.46e-05	0.85
chr5-57	chr5	150213550	150213652	+	3.9	0.733	10.000000	8.0	0.5	16.82	4.04e-08	6.15	6.46e-05	0.85
chr6-17	chr6	66489918	66490020	+	3.9	0.900	9.000000	8.0	0.5	16.82	4.04e-08	8.84	4.53e-06	0.85
chr6-16	chr6	74347682	74347784	+	3.9	0.750	9.000000	8.0	0.5	16.82	4.04e-08	13.25	2.39e-07	0.85
chr6-12	chr6	78290304	78290406	+	3.9	0.800	9.000000	8.0	1.0	8.41	6.43e-06	11.83	5.53e-07	0.85
chr6-15	chr6	101574981	101575083	+	3.9	0.750	9.000000	8.0	1.0	8.41	6.43e-06	10.51	5.93e-06	0.84
chr6-20	chr6	102962762	102962864	+	3.9	0.692	9.000000	8.0	0.5	16.82	4.04e-08	10.98	9.50e-07	0.85
chr7-8	chr7	12908413	12908515	+	3.9	0.818	9.000000	8.0	0.5	16.82	4.04e-08	18.75	1.78e-08	0.85
chr7-7	chr7	141513253	141513355	+	3.9	0.750	9.000000	9.0	1.0	9.46	6.80e-07	9.86	2.08e-06	0.85
chr8-105	chr8	13594675	13594777	+	3.9	0.600	9.000000	8.0	1.0	8.41	6.43e-06	7.46	1.68e-05	0.85
chr8-116	chr8	23267620	23267722	+	3.9	0.900	9.000000	8.0	0.5	16.82	4.04e-08	9.37	2.97e-06	0.85
chr8-62	chr8	34501098	34501200	+	3.9	0.900	9.000000	8.0	1.0	8.41	6.43e-06	6.93	2.84e-05	0.85
chr8-72	chr8	36012164	36012266	+	3.9	0.909	9.000000	8.0	0.5	16.82	4.04e-08	7.32	1.92e-05	0.85
chr8-67	chr8	37883186	37883288	+	3.9	0.750	9.000000	8.0	1.0	8.41	6.43e-06	7.12	2.34e-05	0.85
chr8-112	chr8	56084343	56084445	+	3.9	0.750	9.000000	8.0	1.0	8.41	6.43e-06	6.63	3.86e-05	0.85
chr8-118	chr8	64496257	64496359	+	3.9	0.769	9.000000	8.0	1.0	8.41	6.43e-06	5.91	8.44e-05	0.85
chr8-91	chr8	78597608	78597710	+	3.9	0.727	9.000000	8.0	0.5	16.82	4.04e-08	7.25	2.05e-05	0.85
chr8-106	chr8	81673044	81673146	+	3.9	0.818	9.000000	8.0	0.5	16.82	4.04e-08	6.01	7.60e-05	0.85
chr8-104	chr8	84006910	84007012	+	3.9	0.625	9.000000	8.0	1.0	8.41	6.43e-06	6.93	2.84e-05	0.85
chr8-114	chr8	84490664	84490766	+	3.9	0.714	9.000000	8.0	1.0	8.41	6.43e-06	8.27	7.26e-06	0.85
chr8-85	chr8	88844413	88844515	+	3.9	0.714	9.000000	8.0	1.0	8.41	6.43e-06	7.61	1.46e-05	0.85
chr8-60	chr8	93160140	93160242	+	3.9	0.818	9.000000	8.0	1.0	8.41	6.43e-06	7.18	2.19e-05	0.85
chr8-49	chr8	112933195	112933297	+	3.9	0.667	9.000000	8.0	1.0	8.41	6.43e-06	7.76	1.27e-05	0.85
chr8-63	chr8	115547971	115548073	+	3.9	0.750	9.000000	8.0	0.5	16.82	4.04e-08	7.18	2.19e-05	0.85
chr8-80	chr8	120455670	120455772	+	3.9	0.833	9.000000	8.0	1.0	8.41	6.43e-06	6.68	3.63e-05	0.85
chr8-119	chr8	120807551	120807653	+	3.9	0.692	9.000000	9.0	0.5	18.92	2.14e-09	6.74	3.42e-05	0.85
chr8-100	chr8	129614905	129615007	+	3.9	0.769	9.000000	8.0	0.5	16.82	4.04e-08	6.68	3.63e-05	0.85
chr9-77	chr9	78647486	78647588	+	3.9	0.643	9.000000	8.0	0.5	16.82	4.04e-08	8.27	7.26e-06	0.85
chr9-69	chr9	94435991	94436093	+	3.9	0.818	9.000000	8.0	0.5	16.82	4.04e-08	11.47	6.90e-07	0.85
chr10-15	chr10	10440748	10440850	+	3.9	0.692	9.000000	9.0	1.0	9.46	6.80e-07	8.84	4.53e-06	0.85
chr10-30	chr10	18652185	18652287	+	3.9	0.818	9.000000	8.0	1.0	8.41	6.43e-06	9.37	2.97e-06	0.85
chr10-46	chr10	23500385	23500487	+	3.9	0.714	9.000000	8.0	1.0	8.41	6.43e-06	7.46	1.68e-05	0.85
chr10-34	chr10	24066839	24066941	+	3.9	0.900	9.000000	8.0	1.0	8.41	6.43e-06	8.64	5.32e-06	0.85
chr10-49	chr10	27920041	27920143	+	3.9	0.909	9.000000	8.0	0.5	16.82	4.04e-08	8.18	7.82e-06	0.85
chr10-31	chr10	39128155	39128257	+	3.9	0.750	9.000000	8.0	1.0	8.41	6.43e-06	8.09	8.42e-06	0.85
chr10-27	chr10	60846406	60846508	+	3.9	0.750	9.000000	8.0	0.5	16.82	4.04e-08	8.94	4.17e-06	0.85
chr10-44	chr10	62306428	62306530	+	3.9	0.818	9.000000	8.0	1.0	8.41	6.43e-06	7.69	1.36e-05	0.85
chr10-48	chr10	85438516	85438618	+	3.9	0.750	9.000000	8.0	1.0	8.41	6.43e-06	6.35	5.16e-05	0.85
chr10-20	chr10	96420438	96420540	+	3.9	0.833	9.000000	8.0	0.5	16.82	4.04e-08	7.46	1.68e-05	0.85
chr10-16	chr10	120688643	120688745	+	3.9	0.750	9.000000	9.0	0.5	18.92	2.14e-09	8.54	5.76e-06	0.85
chr11-206	chr11	12375717	12375819	+	3.9	0.750	9.000000	9.0	1.0	9.46	6.80e-07	6.57	4.09e-05	0.85
chr11-249	chr11	19497208	19497310	+	3.9	0.692	9.000000	8.0	0.5	16.82	4.04e-08	8.01	9.07e-06	0.85
chr11-258	chr11	28650173	28650275	+	3.9	0.769	9.000000	8.0	1.0	8.41	6.43e-06	6.35	5.16e-05	0.85
chr11-280	chr11	29920838	29920940	+	3.9	0.750	9.000000	8.0	1.0	8.41	6.43e-06	5.82	9.37e-05	0.85
chr11-255	chr11	32628553	32628655	+	3.9	0.833	9.000000	8.0	1.0	8.41	6.43e-06	6.57	4.09e-05	0.85
chr11-277	chr11	35006672	35006774	+	3.9	0.818	9.000000	8.0	1.0	8.41	6.43e-06	6.63	3.86e-05	0.85
